household_id,group,voted
46020,Control,0
46021,Control,0
46022,Control,0
46023,Control,0
46024,Control,0
46025,Control,0
46026,Control,0
46027,Control,0
46028,Control,0
46029,Control,0
46030,Control,0
46031,Control,0
46032,Control,1
46033,Control,1
46034,Control,1
46035,Control,1
46036,Control,0
46037,Control,0
46038,Control,0
46039,Control,0
46040,Control,0
46041,Control,0
46042,Control,0
46043,Control,0
46044,Control,0
46045,Control,1
46046,Control,0
46047,Control,1
46048,Control,0
46049,Control,0
46050,Control,0
46051,Control,0
46052,Control,1
46053,Control,0
46054,Control,0
46055,Control,0
46056,Control,1
46057,Control,1
46058,Control,0
46059,Control,0
46060,Control,0
46061,Control,0
46062,Control,0
46063,Control,0
46064,Control,0
46065,Control,0
46066,Control,0
46067,Control,0
46068,Control,0
46069,Control,0
46070,Control,0
46071,Control,0
46072,Control,0
46073,Control,0
46074,Control,0
46075,Control,1
46076,Control,0
46077,Control,0
46078,Control,0
46079,Control,1
46080,Control,0
46081,Control,1
46082,Control,1
46083,Control,0
46084,Control,0
46085,Control,0
46086,Control,0
46087,Control,0
46088,Control,1
46089,Control,0
46090,Control,0
46091,Control,0
46092,Control,0
46093,Control,0
46094,Control,1
46095,Control,0
46096,Control,0
46097,Control,0
46098,Control,1
46099,Control,1
46100,Control,0
46101,Control,0
46102,Control,0
46103,Control,1
46104,Control,0
46105,Control,0
46106,Control,0
46107,Control,0
46108,Control,0
46109,Control,0
46110,Control,0
46111,Control,0
46112,Control,0
46113,Control,0
46114,Control,1
46115,Control,0
46116,Control,0
46117,Control,1
46118,Control,1
46119,Control,0
46120,Control,0
46121,Control,1
46122,Control,0
46123,Control,1
46124,Control,1
46125,Control,0
46126,Control,0
46127,Control,0
46128,Control,1
46129,Control,1
46130,Control,0
46131,Control,0
46132,Control,0
46133,Control,1
46134,Control,1
46135,Control,0
46136,Control,0
46137,Control,0
46138,Control,1
46139,Control,0
46140,Control,1
46141,Control,0
46142,Control,0
46143,Control,0
46144,Control,1
46145,Control,0
46146,Control,0
46147,Control,0
46148,Control,1
46149,Control,0
46150,Control,0
46151,Control,0
46152,Control,1
46153,Control,1
46154,Control,0
46155,Control,1
46156,Control,0
46157,Control,0
46158,Control,1
46159,Control,0
46160,Control,1
46161,Control,0
46162,Control,0
46163,Control,0
46164,Control,0
46165,Control,0
46166,Control,0
46167,Control,0
46168,Control,1
46169,Control,0
46170,Control,1
46171,Control,0
46172,Control,0
46173,Control,0
46174,Control,0
46175,Control,1
46176,Control,1
46177,Control,0
46178,Control,0
46179,Control,0
46180,Control,1
46181,Control,1
46182,Control,0
46183,Control,0
46184,Control,0
46185,Control,1
46186,Control,1
46187,Control,1
46188,Control,0
46189,Control,0
46190,Control,0
46191,Control,0
46192,Control,0
46193,Control,1
46194,Control,0
46195,Control,0
46196,Control,1
46197,Control,1
46198,Control,0
46199,Control,1
46200,Control,1
46201,Control,0
46202,Control,0
46203,Control,1
46204,Control,1
46205,Control,0
46206,Control,0
46207,Control,1
46208,Control,1
46209,Control,0
46210,Control,0
46211,Control,1
46212,Control,0
46213,Control,0
46214,Control,0
46215,Control,0
46216,Control,0
46217,Control,0
46218,Control,0
46219,Control,1
46220,Control,0
46221,Control,0
46222,Control,0
46223,Control,0
46224,Control,0
46225,Control,1
46226,Control,0
46227,Control,0
46228,Control,1
46229,Control,0
46230,Control,0
46231,Control,1
46232,Control,1
46233,Control,1
46234,Control,0
46235,Control,1
46236,Control,1
46237,Control,0
46238,Control,0
46239,Control,0
46240,Control,0
46241,Control,0
46242,Control,0
46243,Control,0
46244,Control,0
46245,Control,0
46246,Control,0
46247,Control,0
46248,Control,1
46249,Control,0
46250,Control,0
46251,Control,0
46252,Control,1
46253,Control,0
46254,Control,1
46255,Control,0
46256,Control,0
46257,Control,0
46258,Control,0
46259,Control,0
46260,Control,1
46261,Control,0
46262,Control,0
46263,Control,1
46264,Control,0
46265,Control,0
46266,Control,0
46267,Control,0
46268,Control,0
46269,Control,0
46270,Control,0
46271,Control,1
46272,Control,1
46273,Control,0
46274,Control,0
46275,Control,0
46276,Control,0
46277,Control,1
46278,Control,0
46279,Control,1
46280,Control,0
46281,Control,0
46282,Control,0
46283,Control,1
46284,Control,1
46285,Control,0
46286,Control,0
46287,Control,1
46288,Control,0
46289,Control,0
46290,Control,0
46291,Control,0
46292,Control,0
46293,Control,0
46294,Control,0
46295,Control,0
46296,Control,0
46297,Control,0
46298,Control,1
46299,Control,1
46300,Control,0
46301,Control,0
46302,Control,0
46303,Control,0
46304,Control,1
46305,Control,0
46306,Control,0
46307,Control,0
46308,Control,0
46309,Control,0
46310,Control,1
46311,Control,1
46312,Control,0
46313,Control,0
46314,Control,0
46315,Control,0
46316,Control,0
46317,Control,1
46318,Control,0
46319,Control,0
46320,Control,0
46321,Control,0
46322,Control,0
46323,Control,0
46324,Control,1
46325,Control,0
46326,Control,0
46327,Control,0
46328,Control,0
46329,Control,0
46330,Control,0
46331,Control,0
46332,Control,0
46333,Control,0
46334,Control,1
46335,Control,1
46336,Control,0
46337,Control,1
46338,Control,1
46339,Control,0
46340,Control,0
46341,Control,0
46342,Control,0
46343,Control,0
46344,Control,0
46345,Control,0
46346,Control,0
46347,Control,0
46348,Control,1
46349,Control,1
46350,Control,1
46351,Control,0
46352,Control,0
46353,Control,0
46354,Control,1
46355,Control,1
46356,Control,0
46357,Control,0
46358,Control,1
46359,Control,1
46360,Control,1
46361,Control,0
46362,Control,0
46363,Control,0
46364,Control,1
46365,Control,0
46366,Control,0
46367,Control,0
46368,Control,1
46369,Control,0
46370,Control,0
46371,Control,1
46372,Control,0
46373,Control,0
46374,Control,1
46375,Control,0
46376,Control,1
46377,Control,1
46378,Control,0
46379,Control,1
46380,Control,0
46381,Control,0
46382,Control,0
46383,Control,0
46384,Control,1
46385,Control,1
46386,Control,0
46387,Control,0
46388,Control,0
46389,Control,1
46390,Control,0
46391,Control,0
46392,Control,1
46393,Control,1
46394,Control,0
46395,Control,1
46396,Control,0
46397,Control,0
46398,Control,1
46399,Control,1
46400,Control,0
46401,Control,0
46402,Control,1
46403,Control,0
46404,Control,0
46405,Control,0
46406,Control,0
46407,Control,0
46408,Control,0
46409,Control,0
46410,Control,0
46411,Control,0
46412,Control,1
46413,Control,0
46414,Control,0
46415,Control,1
46416,Control,1
46417,Control,0
46418,Control,0
46419,Control,0
46420,Control,1
46421,Control,0
46422,Control,0
46423,Control,0
46424,Control,1
46425,Control,0
46426,Control,0
46427,Control,1
46428,Control,0
46429,Control,0
46430,Control,0
46431,Control,0
46432,Control,0
46433,Control,0
46434,Control,1
46435,Control,1
46436,Control,0
46437,Control,0
46438,Control,1
46439,Control,1
46440,Control,0
46441,Control,0
46442,Control,1
46443,Control,0
46444,Control,0
46445,Control,1
46446,Control,0
46447,Control,0
46448,Control,0
46449,Control,1
46450,Control,1
46451,Control,0
46452,Control,0
46453,Control,0
46454,Control,1
46455,Control,0
46456,Control,0
46457,Control,0
46458,Control,0
46459,Control,1
46460,Control,0
46461,Control,1
46462,Control,0
46463,Control,0
46464,Control,1
46465,Control,0
46466,Control,0
46467,Control,1
46468,Control,0
46469,Control,0
46470,Control,0
46471,Control,1
46472,Control,0
46473,Control,0
46474,Control,1
46475,Control,0
46476,Control,0
46477,Control,0
46478,Control,1
46479,Control,1
46480,Control,0
46481,Control,0
46482,Control,0
46483,Control,0
46484,Control,0
46485,Control,0
46486,Control,1
46487,Control,0
46488,Control,1
46489,Control,0
46490,Control,0
46491,Control,0
46492,Control,1
46493,Control,1
46494,Control,0
46495,Control,0
46496,Control,1
46497,Control,1
46498,Control,1
46499,Control,0
46500,Control,1
46501,Control,0
46502,Control,0
46503,Control,0
46504,Control,0
46505,Control,0
46506,Control,0
46507,Control,0
46508,Control,1
46509,Control,1
46510,Control,0
46511,Control,0
46512,Control,0
46513,Control,0
46514,Control,0
46515,Control,0
46516,Control,0
46517,Control,1
46518,Control,1
46519,Control,1
46520,Control,0
46521,Control,1
46522,Control,0
46523,Control,0
46524,Control,1
46525,Control,0
46526,Control,0
46527,Control,0
46528,Control,1
46529,Control,1
46530,Control,0
46531,Control,0
46532,Control,0
46533,Control,0
46534,Control,0
46535,Control,0
46536,Control,1
46537,Control,1
46538,Control,0
46539,Control,0
46540,Control,0
46541,Control,0
46542,Control,0
46543,Control,0
46544,Control,1
46545,Control,1
46546,Control,1
46547,Control,0
46548,Control,1
46549,Control,0
46550,Control,0
46551,Control,0
46552,Control,1
46553,Control,0
46554,Control,0
46555,Control,0
46556,Control,0
46557,Control,0
46558,Control,0
46559,Control,1
46560,Control,1
46561,Control,1
46562,Control,0
46563,Control,0
46564,Control,0
46565,Control,1
46566,Control,0
46567,Control,0
46568,Control,0
46569,Control,0
46570,Control,0
46571,Control,1
46572,Control,0
46573,Control,0
46574,Control,0
46575,Control,0
46576,Control,0
46577,Control,1
46578,Control,0
46579,Control,0
46580,Control,0
46581,Control,0
46582,Control,1
46583,Control,1
46584,Control,1
46585,Control,0
46586,Control,0
46587,Control,1
46588,Control,0
46589,Control,1
46590,Control,1
46591,Control,0
46592,Control,0
46593,Control,0
46594,Control,0
46595,Control,0
46596,Control,0
46597,Control,0
46598,Control,0
46599,Control,0
46600,Control,1
46601,Control,1
46602,Control,0
46603,Control,1
46604,Control,0
46605,Control,0
46606,Control,1
46607,Control,0
46608,Control,0
46609,Control,0
46610,Control,1
46611,Control,0
46612,Control,1
46613,Control,0
46614,Control,1
46615,Control,0
46616,Control,0
46617,Control,0
46618,Control,0
46619,Control,0
46620,Control,0
46621,Control,0
46622,Control,1
46623,Control,1
46624,Control,1
46625,Control,1
46626,Control,0
46627,Control,0
46628,Control,1
46629,Control,1
46630,Control,0
46631,Control,0
46632,Control,0
46633,Control,0
46634,Control,0
46635,Control,1
46636,Control,0
46637,Control,0
46638,Control,0
46639,Control,1
46640,Control,0
46641,Control,0
46642,Control,0
46643,Control,0
46644,Control,0
46645,Control,1
46646,Control,0
46647,Control,0
46648,Control,0
46649,Control,0
46650,Control,1
46651,Control,0
46652,Control,0
46653,Control,1
46654,Control,1
46655,Control,1
46656,Control,0
46657,Control,1
46658,Control,0
46659,Control,0
46660,Control,1
46661,Control,0
46662,Control,0
46663,Control,1
46664,Control,0
46665,Control,0
46666,Control,0
46667,Control,0
46668,Control,0
46669,Control,1
46670,Control,1
46671,Control,0
46672,Control,0
46673,Control,0
46674,Control,0
46675,Control,0
46676,Control,0
46677,Control,1
46678,Control,1
46679,Control,0
46680,Control,0
46681,Control,0
46682,Control,0
46683,Control,1
46684,Control,0
46685,Control,0
46686,Control,0
46687,Control,1
46688,Control,0
46689,Control,0
46690,Control,1
46691,Control,0
46692,Control,1
46693,Control,0
46694,Control,0
46695,Control,1
46696,Control,0
46697,Control,1
46698,Control,1
46699,Control,0
46700,Control,0
46701,Control,0
46702,Control,0
46703,Control,0
46704,Control,0
46705,Control,0
46706,Control,1
46707,Control,1
46708,Control,0
46709,Control,0
46710,Control,0
46711,Control,1
46712,Control,0
46713,Control,1
46714,Control,1
46715,Control,1
46716,Control,0
46717,Control,0
46718,Control,1
46719,Control,0
46720,Control,0
46721,Control,0
46722,Control,0
46723,Control,1
46724,Control,0
46725,Control,1
46726,Control,0
46727,Control,0
46728,Control,1
46729,Control,1
46730,Control,1
46731,Control,1
46732,Control,0
46733,Control,0
46734,Control,0
46735,Control,0
46736,Control,0
46737,Control,0
46738,Control,0
46739,Control,0
46740,Control,0
46741,Control,0
46742,Control,1
46743,Control,0
46744,Control,0
46745,Control,1
46746,Control,0
46747,Control,1
46748,Control,0
46749,Control,0
46750,Control,0
46751,Control,1
46752,Control,0
46753,Control,0
46754,Control,1
46755,Control,1
46756,Control,1
46757,Control,1
46758,Control,1
46759,Control,0
46760,Control,0
46761,Control,1
46762,Control,0
46763,Control,0
46764,Control,0
46765,Control,0
46766,Control,0
46767,Control,1
46768,Control,1
46769,Control,0
46770,Control,1
46771,Control,0
46772,Control,0
46773,Control,0
46774,Control,0
46775,Control,1
46776,Control,0
46777,Control,0
46778,Control,0
46779,Control,1
46780,Control,1
46781,Control,0
46782,Control,1
46783,Control,0
46784,Control,0
46785,Control,0
46786,Control,0
46787,Control,1
46788,Control,1
46789,Control,0
46790,Control,0
46791,Control,0
46792,Control,1
46793,Control,0
46794,Control,0
46795,Control,1
46796,Control,0
46797,Control,1
46798,Control,0
46799,Control,0
46800,Control,1
46801,Control,0
46802,Control,0
46803,Control,1
46804,Control,0
46805,Control,0
46806,Control,0
46807,Control,0
46808,Control,0
46809,Control,0
46810,Control,0
46811,Control,0
46812,Control,0
46813,Control,0
46814,Control,0
46815,Control,0
46816,Control,0
46817,Control,0
46818,Control,0
46819,Control,0
46820,Control,0
46821,Control,1
46822,Control,0
46823,Control,1
46824,Control,0
46825,Control,1
46826,Control,0
46827,Control,0
46828,Control,1
46829,Control,0
46830,Control,0
46831,Control,0
46832,Control,1
46833,Control,1
46834,Control,0
46835,Control,0
46836,Control,0
46837,Control,0
46838,Control,0
46839,Control,0
46840,Control,0
46841,Control,0
46842,Control,0
46843,Control,0
46844,Control,1
46845,Control,0
46846,Control,0
46847,Control,0
46848,Control,1
46849,Control,0
46850,Control,0
46851,Control,1
46852,Control,0
46853,Control,0
46854,Control,0
46855,Control,0
46856,Control,0
46857,Control,0
46858,Control,0
46859,Control,1
46860,Control,1
46861,Control,0
46862,Control,0
46863,Control,1
46864,Control,0
46865,Control,1
46866,Control,0
46867,Control,1
46868,Control,1
46869,Control,0
46870,Control,0
46871,Control,0
46872,Control,0
46873,Control,1
46874,Control,0
46875,Control,1
46876,Control,1
46877,Control,0
46878,Control,0
46879,Control,0
46880,Control,0
46881,Control,1
46882,Control,0
46883,Control,0
46884,Control,1
46885,Control,0
46886,Control,0
46887,Control,1
46888,Control,0
46889,Control,1
46890,Control,1
46891,Control,0
46892,Control,0
46893,Control,0
46894,Control,0
46895,Control,0
46896,Control,0
46897,Control,1
46898,Control,0
46899,Control,1
46900,Control,0
46901,Control,0
46902,Control,1
46903,Control,1
46904,Control,0
46905,Control,0
46906,Control,0
46907,Control,0
46908,Control,1
46909,Control,1
46910,Control,0
46911,Control,0
46912,Control,0
46913,Control,1
46914,Control,0
46915,Control,1
46916,Control,1
46917,Control,0
46918,Control,1
46919,Control,0
46920,Control,0
46921,Control,0
46922,Control,1
46923,Control,0
46924,Control,1
46925,Control,0
46926,Control,0
46927,Control,1
46928,Control,1
46929,Control,0
46930,Control,0
46931,Control,0
46932,Control,0
46933,Control,1
46934,Control,0
46935,Control,1
46936,Control,0
46937,Control,0
46938,Control,0
46939,Control,0
46940,Control,0
46941,Control,1
46942,Control,0
46943,Control,0
46944,Control,0
46945,Control,0
46946,Control,0
46947,Control,1
46948,Control,0
46949,Control,0
46950,Control,0
46951,Control,0
46952,Control,0
46953,Control,0
46954,Control,1
46955,Control,0
46956,Control,0
46957,Control,0
46958,Control,0
46959,Control,0
46960,Control,1
46961,Control,0
46962,Control,1
46963,Control,0
46964,Control,0
46965,Control,1
46966,Control,1
46967,Control,0
46968,Control,0
46969,Control,0
46970,Control,0
46971,Control,1
46972,Control,0
46973,Control,0
46974,Control,0
46975,Control,0
46976,Control,0
46977,Control,0
46978,Control,0
46979,Control,0
46980,Control,0
46981,Control,1
46982,Control,0
46983,Control,0
46984,Control,1
46985,Control,1
46986,Control,0
46987,Control,0
46988,Control,0
46989,Control,0
46990,Control,0
46991,Control,0
46992,Control,0
46993,Control,1
46994,Control,0
46995,Control,1
46996,Control,1
46997,Control,1
46998,Control,0
46999,Control,1
47000,Control,0
47001,Control,0
47002,Control,0
47003,Control,1
47004,Control,0
47005,Control,0
47006,Control,1
47007,Control,0
47008,Control,0
47009,Control,0
47010,Control,0
47011,Control,0
47012,Control,0
47013,Control,0
47014,Control,1
47015,Control,0
47016,Control,1
47017,Control,0
47018,Control,1
47019,Control,0
47020,Control,1
47021,Control,0
47022,Control,0
47023,Control,0
47024,Control,0
47025,Control,0
47026,Control,1
47027,Control,0
47028,Control,1
47029,Control,1
47030,Control,1
47031,Control,0
47032,Control,0
47033,Control,0
47034,Control,0
47035,Control,0
47036,Control,0
47037,Control,0
47038,Control,0
47039,Control,0
47040,Control,0
47041,Control,0
47042,Control,0
47043,Control,0
47044,Control,1
47045,Control,1
47046,Control,1
47047,Control,0
47048,Control,0
47049,Control,1
47050,Control,1
47051,Control,1
47052,Control,1
47053,Control,0
47054,Control,1
47055,Control,0
47056,Control,0
47057,Control,0
47058,Control,0
47059,Control,0
47060,Control,0
47061,Control,0
47062,Control,0
47063,Control,0
47064,Control,0
47065,Control,1
47066,Control,0
47067,Control,0
47068,Control,0
47069,Control,0
47070,Control,0
47071,Control,0
47072,Control,0
47073,Control,0
47074,Control,0
47075,Control,0
47076,Control,1
47077,Control,0
47078,Control,1
47079,Control,1
47080,Control,1
47081,Control,1
47082,Control,0
47083,Control,0
47084,Control,1
47085,Control,0
47086,Control,0
47087,Control,0
47088,Control,1
47089,Control,0
47090,Control,0
47091,Control,1
47092,Control,0
47093,Control,0
47094,Control,0
47095,Control,0
47096,Control,0
47097,Control,0
47098,Control,1
47099,Control,1
47100,Control,0
47101,Control,1
47102,Control,0
47103,Control,0
47104,Control,1
47105,Control,0
47106,Control,1
47107,Control,0
47108,Control,0
47109,Control,0
47110,Control,0
47111,Control,0
47112,Control,0
47113,Control,0
47114,Control,1
47115,Control,1
47116,Control,0
47117,Control,0
47118,Control,0
47119,Control,0
47120,Control,0
47121,Control,0
47122,Control,1
47123,Control,0
47124,Control,0
47125,Control,0
47126,Control,1
47127,Control,0
47128,Control,1
47129,Control,0
47130,Control,1
47131,Control,0
47132,Control,0
47133,Control,1
47134,Control,0
47135,Control,0
47136,Control,1
47137,Control,0
47138,Control,1
47139,Control,0
47140,Control,0
47141,Control,0
47142,Control,1
47143,Control,0
47144,Control,0
47145,Control,0
47146,Control,0
47147,Control,0
47148,Control,0
47149,Control,0
47150,Control,0
47151,Control,1
47152,Control,1
47153,Control,0
47154,Control,0
47155,Control,0
47156,Control,0
47157,Control,1
47158,Control,0
47159,Control,0
47160,Control,0
47161,Control,1
47162,Control,1
47163,Control,0
47164,Control,1
47165,Control,0
47166,Control,1
47167,Control,0
47168,Control,1
47169,Control,0
47170,Control,0
47171,Control,0
47172,Control,0
47173,Control,0
47174,Control,1
47175,Control,0
47176,Control,0
47177,Control,0
47178,Control,0
47179,Control,1
47180,Control,1
47181,Control,1
47182,Control,1
47183,Control,1
47184,Control,0
47185,Control,0
47186,Control,1
47187,Control,0
47188,Control,1
47189,Control,1
47190,Control,0
47191,Control,0
47192,Control,0
47193,Control,1
47194,Control,1
47195,Control,0
47196,Control,1
47197,Control,0
47198,Control,0
47199,Control,0
47200,Control,0
47201,Control,0
47202,Control,0
47203,Control,0
47204,Control,1
47205,Control,0
47206,Control,0
47207,Control,0
47208,Control,1
47209,Control,1
47210,Control,1
47211,Control,0
47212,Control,0
47213,Control,0
47214,Control,0
47215,Control,0
47216,Control,0
47217,Control,0
47218,Control,1
47219,Control,0
47220,Control,0
47221,Control,0
47222,Control,1
47223,Control,0
47224,Control,0
47225,Control,0
47226,Control,0
47227,Control,0
47228,Control,0
47229,Control,1
47230,Control,1
47231,Control,0
47232,Control,0
47233,Control,0
47234,Control,0
47235,Control,1
47236,Control,0
47237,Control,1
47238,Control,0
47239,Control,0
47240,Control,1
47241,Control,0
47242,Control,0
47243,Control,0
47244,Control,0
47245,Control,0
47246,Control,1
47247,Control,1
47248,Control,1
47249,Control,0
47250,Control,1
47251,Control,1
47252,Control,0
47253,Control,0
47254,Control,0
47255,Control,1
47256,Control,0
47257,Control,0
47258,Control,1
47259,Control,0
47260,Control,0
47261,Control,1
47262,Control,0
47263,Control,1
47264,Control,1
47265,Control,0
47266,Control,0
47267,Control,0
47268,Control,0
47269,Control,1
47270,Control,0
47271,Control,1
47272,Control,0
47273,Control,0
47274,Control,1
47275,Control,1
47276,Control,1
47277,Control,0
47278,Control,1
47279,Control,0
47280,Control,1
47281,Control,0
47282,Control,0
47283,Control,0
47284,Control,0
47285,Control,0
47286,Control,0
47287,Control,1
47288,Control,0
47289,Control,0
47290,Control,1
47291,Control,0
47292,Control,1
47293,Control,0
47294,Control,0
47295,Control,0
47296,Control,1
47297,Control,1
47298,Control,1
47299,Control,0
47300,Control,1
47301,Control,1
47302,Control,0
47303,Control,0
47304,Control,1
47305,Control,0
47306,Control,0
47307,Control,1
47308,Control,0
47309,Control,1
47310,Control,0
47311,Control,0
47312,Control,0
47313,Control,1
47314,Control,0
47315,Control,0
47316,Control,0
47317,Control,0
47318,Control,1
47319,Control,0
47320,Control,0
47321,Control,0
47322,Control,0
47323,Control,0
47324,Control,1
47325,Control,1
47326,Control,0
47327,Control,1
47328,Control,1
47329,Control,0
47330,Control,0
47331,Control,1
47332,Control,1
47333,Control,0
47334,Control,1
47335,Control,0
47336,Control,0
47337,Control,1
47338,Control,1
47339,Control,0
47340,Control,0
47341,Control,1
47342,Control,0
47343,Control,0
47344,Control,0
47345,Control,0
47346,Control,0
47347,Control,0
47348,Control,0
47349,Control,1
47350,Control,1
47351,Control,0
47352,Control,0
47353,Control,0
47354,Control,0
47355,Control,0
47356,Control,0
47357,Control,1
47358,Control,1
47359,Control,1
47360,Control,0
47361,Control,1
47362,Control,0
47363,Control,0
47364,Control,0
47365,Control,1
47366,Control,0
47367,Control,0
47368,Control,1
47369,Control,0
47370,Control,0
47371,Control,0
47372,Control,0
47373,Control,0
47374,Control,0
47375,Control,0
47376,Control,0
47377,Control,0
47378,Control,0
47379,Control,0
47380,Control,1
47381,Control,1
47382,Control,0
47383,Control,0
47384,Control,0
47385,Control,1
47386,Control,0
47387,Control,1
47388,Control,0
47389,Control,1
47390,Control,0
47391,Control,0
47392,Control,0
47393,Control,0
47394,Control,1
47395,Control,0
47396,Control,0
47397,Control,0
47398,Control,0
47399,Control,0
47400,Control,1
47401,Control,0
47402,Control,1
47403,Control,1
47404,Control,0
47405,Control,0
47406,Control,1
47407,Control,0
47408,Control,0
47409,Control,1
47410,Control,0
47411,Control,0
47412,Control,0
47413,Control,1
47414,Control,0
47415,Control,0
47416,Control,0
47417,Control,1
47418,Control,1
47419,Control,0
47420,Control,0
47421,Control,0
47422,Control,0
47423,Control,1
47424,Control,0
47425,Control,1
47426,Control,1
47427,Control,0
47428,Control,1
47429,Control,0
47430,Control,0
47431,Control,0
47432,Control,1
47433,Control,0
47434,Control,1
47435,Control,1
47436,Control,0
47437,Control,1
47438,Control,0
47439,Control,0
47440,Control,1
47441,Control,0
47442,Control,0
47443,Control,0
47444,Control,0
47445,Control,0
47446,Control,0
47447,Control,0
47448,Control,1
47449,Control,1
47450,Control,0
47451,Control,0
47452,Control,0
47453,Control,1
47454,Control,0
47455,Control,0
47456,Control,1
47457,Control,0
47458,Control,0
47459,Control,0
47460,Control,1
47461,Control,0
47462,Control,0
47463,Control,1
47464,Control,1
47465,Control,0
47466,Control,0
47467,Control,0
47468,Control,0
47469,Control,0
47470,Control,0
47471,Control,0
47472,Control,0
47473,Control,0
47474,Control,0
47475,Control,1
47476,Control,0
47477,Control,0
47478,Control,0
47479,Control,0
47480,Control,0
47481,Control,0
47482,Control,0
47483,Control,0
47484,Control,0
47485,Control,0
47486,Control,0
47487,Control,1
47488,Control,0
47489,Control,0
47490,Control,0
47491,Control,0
47492,Control,0
47493,Control,0
47494,Control,0
47495,Control,1
47496,Control,0
47497,Control,1
47498,Control,1
47499,Control,0
47500,Control,0
47501,Control,0
47502,Control,0
47503,Control,0
47504,Control,0
47505,Control,0
47506,Control,0
47507,Control,1
47508,Control,0
47509,Control,1
47510,Control,0
47511,Control,0
47512,Control,1
47513,Control,0
47514,Control,1
47515,Control,0
47516,Control,1
47517,Control,1
47518,Control,0
47519,Control,0
47520,Control,0
47521,Control,1
47522,Control,0
47523,Control,1
47524,Control,0
47525,Control,1
47526,Control,0
47527,Control,0
47528,Control,0
47529,Control,0
47530,Control,0
47531,Control,1
47532,Control,1
47533,Control,1
47534,Control,0
47535,Control,0
47536,Control,0
47537,Control,1
47538,Control,0
47539,Control,0
47540,Control,0
47541,Control,1
47542,Control,0
47543,Control,0
47544,Control,0
47545,Control,0
47546,Control,1
47547,Control,0
47548,Control,1
47549,Control,0
47550,Control,0
47551,Control,0
47552,Control,1
47553,Control,1
47554,Control,0
47555,Control,0
47556,Control,1
47557,Control,1
47558,Control,0
47559,Control,1
47560,Control,0
47561,Control,0
47562,Control,0
47563,Control,0
47564,Control,1
47565,Control,1
47566,Control,1
47567,Control,0
47568,Control,0
47569,Control,0
47570,Control,0
47571,Control,1
47572,Control,0
47573,Control,1
47574,Control,0
47575,Control,0
47576,Control,0
47577,Control,0
47578,Control,0
47579,Control,0
47580,Control,1
47581,Control,0
47582,Control,0
47583,Control,1
47584,Control,1
47585,Control,0
47586,Control,0
47587,Control,0
47588,Control,0
47589,Control,0
47590,Control,0
47591,Control,1
47592,Control,0
47593,Control,1
47594,Control,0
47595,Control,1
47596,Control,1
47597,Control,1
47598,Control,0
47599,Control,1
47600,Control,0
47601,Control,0
47602,Control,1
47603,Control,1
47604,Control,0
47605,Control,1
47606,Control,0
47607,Control,0
47608,Control,0
47609,Control,0
47610,Control,0
47611,Control,0
47612,Control,1
47613,Control,1
47614,Control,0
47615,Control,0
47616,Control,0
47617,Control,1
47618,Control,1
47619,Control,0
47620,Control,1
47621,Control,1
47622,Control,0
47623,Control,0
47624,Control,0
47625,Control,0
47626,Control,0
47627,Control,0
47628,Control,0
47629,Control,0
47630,Control,0
47631,Control,1
47632,Control,1
47633,Control,1
47634,Control,1
47635,Control,0
47636,Control,0
47637,Control,0
47638,Control,0
47639,Control,0
47640,Control,0
47641,Control,1
47642,Control,0
47643,Control,0
47644,Control,1
47645,Control,0
47646,Control,0
47647,Control,0
47648,Control,0
47649,Control,0
47650,Control,0
47651,Control,0
47652,Control,1
47653,Control,0
47654,Control,0
47655,Control,0
47656,Control,1
47657,Control,1
47658,Control,0
47659,Control,0
47660,Control,0
47661,Control,0
47662,Control,0
47663,Control,1
47664,Control,1
47665,Control,1
47666,Control,0
47667,Control,0
47668,Control,0
47669,Control,0
47670,Control,0
47671,Control,0
47672,Control,0
47673,Control,1
47674,Control,0
47675,Control,0
47676,Control,1
47677,Control,1
47678,Control,0
47679,Control,0
47680,Control,1
47681,Control,0
47682,Control,1
47683,Control,0
47684,Control,0
47685,Control,0
47686,Control,0
47687,Control,1
47688,Control,0
47689,Control,0
47690,Control,0
47691,Control,1
47692,Control,1
47693,Control,0
47694,Control,1
47695,Control,0
47696,Control,0
47697,Control,0
47698,Control,0
47699,Control,1
47700,Control,0
47701,Control,1
47702,Control,1
47703,Control,0
47704,Control,0
47705,Control,1
47706,Control,0
47707,Control,1
47708,Control,0
47709,Control,1
47710,Control,1
47711,Control,1
47712,Control,0
47713,Control,0
47714,Control,0
47715,Control,0
47716,Control,0
47717,Control,1
47718,Control,0
47719,Control,0
47720,Control,1
47721,Control,1
47722,Control,1
47723,Control,1
47724,Control,1
47725,Control,0
47726,Control,1
47727,Control,0
47728,Control,0
47729,Control,1
47730,Control,0
47731,Control,0
47732,Control,0
47733,Control,0
47734,Control,0
47735,Control,1
47736,Control,0
47737,Control,1
47738,Control,0
47739,Control,0
47740,Control,1
47741,Control,0
47742,Control,0
47743,Control,0
47744,Control,0
47745,Control,0
47746,Control,0
47747,Control,0
47748,Control,0
47749,Control,1
47750,Control,0
47751,Control,1
47752,Control,0
47753,Control,1
47754,Control,0
47755,Control,0
47756,Control,0
47757,Control,0
47758,Control,1
47759,Control,0
47760,Control,0
47761,Control,1
47762,Control,0
47763,Control,0
47764,Control,0
47765,Control,0
47766,Control,0
47767,Control,1
