income,race,marital_status,loan_approved
58.38680530791797,Hispanic,Divorced,1
79.29034511634036,White,Divorced,1
35.44080822820686,Asian,Divorced,1
40.61652142655965,White,Married,1
46.505978353587835,Black,Married,0
50.10390750300657,Hispanic,Divorced,0
44.36686735903278,Asian,Single,0
61.8117314724287,Black,Married,1
63.04717797251252,Black,Married,1
42.366472695502196,Hispanic,Single,0
59.198434234142525,White,Divorced,1
29.743196803901952,White,Married,0
14.357745591297615,Asian,Married,0
74.52230220394685,Black,Divorced,0
74.39574236782364,Asian,Married,1
58.1025258557461,Hispanic,Single,0
80.19168103503787,Other,Divorced,1
19.510928672739954,Hispanic,Married,1
69.77134087178725,Hispanic,Divorced,0
43.02028323082668,Asian,Divorced,1
57.02542718820615,Hispanic,Divorced,1
64.45523037145541,Black,Divorced,0
31.69534779013468,Black,Single,0
37.60087270858272,White,Single,1
37.350784393737094,Other,Divorced,0
59.643466530690176,Black,Single,0
81.06098156744726,Other,Divorced,1
61.85085217263286,Asian,Divorced,1
60.08796959076432,Black,Divorced,0
23.99923975716901,Asian,Married,0
60.60355796896028,Other,Divorced,1
48.774056894154455,Hispanic,Divorced,0
48.50145105883953,Black,Married,0
22.3249849317531,Black,Married,0
50.0592875537625,Hispanic,Divorced,1
19.302953788325535,White,Divorced,0
59.46362009196762,Black,Single,1
41.56083977328985,White,Divorced,1
36.039958657561925,Black,Divorced,0
40.40011229394283,White,Married,1
55.00064013067725,Black,Single,0
66.6166907758856,Asian,Married,1
42.059227172701625,Hispanic,Married,0
60.7942459955911,Hispanic,Single,1
57.50654407474397,Other,Married,1
61.088050042250195,Black,Divorced,0
51.01161881420164,White,Single,1
38.624443669203366,Asian,Divorced,0
35.84126441520045,Asian,Divorced,1
57.507288684311604,Other,Single,1
48.33986004156287,Hispanic,Married,0
48.41917764685493,White,Single,0
41.32142846802104,Black,Single,0
76.8016453035526,Hispanic,Divorced,0
53.34478305863917,Asian,Single,1
33.89100308140459,Other,Married,1
1.6365502610687546,Asian,Married,1
32.00341993053572,Asian,Divorced,1
51.91167160694821,Black,Divorced,1
41.22416258482834,White,Divorced,0
52.520108218299235,Black,Divorced,0
37.023898231884544,Asian,Single,1
62.890084982084,White,Single,1
32.937853326219816,Hispanic,Single,0
72.6012297283338,Hispanic,Divorced,0
78.94275240997706,Hispanic,Single,1
50.67213070255631,White,Divorced,1
34.47907838585631,Other,Divorced,1
43.63437094632851,Hispanic,Married,0
45.101230668769176,Hispanic,Single,0
54.710148933045936,Hispanic,Single,0
67.03210116739179,Other,Married,0
85.65237691772636,Asian,Married,1
46.33139916056545,Other,Divorced,0
31.508329249828993,Hispanic,Divorced,0
48.64444425667497,Asian,Single,0
62.80609383602742,White,Married,1
29.69578210591694,Hispanic,Married,0
53.581379844615554,Hispanic,Single,1
39.93022002343808,Black,Married,1
44.501907232131124,Other,Divorced,0
33.04792425496084,Other,Married,1
46.94862419011097,Hispanic,Divorced,0
60.12534380220485,Asian,Divorced,0
44.0502598189007,Hispanic,Divorced,0
47.79827039301178,White,Single,1
38.61447045618571,White,Single,0
15.203139847323786,Asian,Divorced,1
42.4051047412257,Other,Divorced,0
52.4298829030427,White,Divorced,1
64.50720839939254,Other,Divorced,0
48.46616466628469,Other,Single,0
79.92957981996472,Other,Married,1
40.80016305400717,Black,Single,1
35.02032053120577,Black,Divorced,0
60.52968482593025,Other,Married,1
58.19267035440859,Hispanic,Single,0
37.15743475334537,Hispanic,Married,0
55.73434966932824,Hispanic,Single,0
30.516423708279465,Other,Divorced,0
74.33796599157144,Other,Single,1
62.247652719386934,Hispanic,Divorced,1
57.129587730937814,Black,Single,0
53.19217963861546,Asian,Divorced,0
57.16796965516749,Black,Divorced,1
51.99158496476959,White,Married,1
33.18616931037857,Hispanic,Single,1
28.611578550299352,Hispanic,Divorced,0
40.39484939826148,Hispanic,Married,0
41.174394957294695,Hispanic,Single,0
26.178107954974102,Hispanic,Divorced,0
56.32894445416865,Black,Single,1
48.063248318208544,Black,Married,0
45.66642568511987,Hispanic,Divorced,0
59.737900930394055,Other,Divorced,1
47.136940733474326,Asian,Divorced,1
68.91681872159536,Black,Married,1
29.32986094189242,Black,Single,1
56.746309346553446,Hispanic,Married,1
42.613917066124564,White,Single,0
42.854756238612055,Asian,Divorced,0
54.15845876525405,Hispanic,Divorced,1
62.790066996428415,Hispanic,Married,1
43.361794808855684,White,Divorced,0
73.9923177795806,White,Married,1
75.9215761366665,White,Divorced,1
45.799825837318,Black,Divorced,0
42.65753724862485,Hispanic,Married,0
59.651924374071505,Black,Single,1
37.60312856104542,Other,Divorced,1
53.97146079996436,Black,Divorced,1
57.63100509531636,Asian,Single,1
59.29728936986534,Other,Single,1
57.89947901872289,Hispanic,Divorced,0
62.44135203764621,Hispanic,Single,0
60.16799869898893,Black,Single,1
36.797286174872234,Asian,Single,1
67.22715922481208,Other,Single,1
52.001426281032934,Black,Divorced,1
43.3546751060648,White,Divorced,1
64.13819688241833,White,Married,1
67.06640152922452,White,Single,1
60.31825067286433,Other,Divorced,0
44.04057654843123,White,Divorced,0
47.20687608622236,Asian,Single,0
64.4115760554871,White,Married,1
43.17410376230196,Other,Married,1
49.73932359269732,White,Married,1
69.27935556146974,White,Married,1
37.953467040617156,Black,Married,0
26.712513957405644,Other,Married,1
49.04107314114265,Other,Single,1
57.05157217339314,Asian,Married,1
42.693488901813915,Asian,Divorced,1
66.8699183176311,Asian,Single,1
51.28902408658262,Other,Single,1
30.11477376999515,Hispanic,Married,0
37.856107424375416,Other,Married,0
65.1748242518929,White,Single,1
47.699693386071665,Hispanic,Single,0
45.71932816426356,Asian,Divorced,1
55.37712182367236,Other,Married,1
43.349010909096904,White,Divorced,0
61.176486032321684,Black,Divorced,1
41.02164282608804,Other,Divorced,0
82.14142391158721,Asian,Divorced,0
45.0875595056921,Black,Married,0
31.897171426226333,Hispanic,Divorced,0
28.400230561697104,Other,Divorced,1
70.88198907816104,Hispanic,Married,1
68.93352117698113,Black,Single,0
58.13424493511084,White,Divorced,1
63.28321818784629,Black,Married,1
62.90945209973576,White,Single,1
13.961903155151049,Hispanic,Single,0
49.92221472326012,Other,Married,0
60.91726373172747,Black,Single,1
54.14269713701731,Other,Divorced,1
43.32256580657237,Asian,Single,0
60.38548726321904,Asian,Single,0
43.024194088122165,Black,Single,0
45.3872915267722,Black,Divorced,0
72.92987986624432,Other,Divorced,0
50.23007996675028,Asian,Divorced,1
52.3210316490245,Black,Single,0
38.66293512296285,Asian,Married,1
36.176391964421974,Hispanic,Single,0
49.078496692345624,Black,Married,0
35.81273556794537,Other,Married,1
39.03749915353122,Black,Divorced,0
53.44187261303677,Other,Married,1
54.88371224968675,Other,Single,0
55.25070013884845,Other,Married,0
63.0550207748754,Asian,Married,1
38.14790601277578,Asian,Married,1
72.50092349160626,Other,Single,0
48.01955566896362,White,Married,1
61.325511234573014,Other,Single,0
67.40339888068198,Asian,Single,1
78.88825777466414,Asian,Single,1
32.54682729359766,Other,Divorced,0
59.06959898460156,White,Divorced,1
55.757887673775954,Hispanic,Married,0
54.64947436393377,Other,Married,1
24.426120498170963,Black,Single,0
56.186490259948684,Black,Divorced,1
41.206397512336885,White,Divorced,0
57.61513542143468,Asian,Married,1
61.714444475391616,Other,Married,1
65.91783491009633,Black,Married,0
62.49696609138625,Hispanic,Married,1
47.02265176974918,Other,Married,0
39.998290467063775,White,Single,1
27.42157001605604,Hispanic,Divorced,0
53.81352592682852,Black,Single,1
63.43108905659939,Hispanic,Married,0
36.06500875611205,White,Married,1
89.86976723160964,Black,Single,1
46.749375722270635,Black,Single,0
52.027789466452575,Black,Divorced,0
45.08371100562254,Asian,Single,0
25.96741348858845,Hispanic,Married,0
61.66287732944247,Other,Single,1
35.774343592643184,Other,Married,1
65.55347617972672,Black,Single,1
58.62157073467911,Black,Single,0
45.703376906262136,Asian,Divorced,0
62.33808854797139,Other,Married,1
15.962853350994541,Black,Divorced,0
48.383727622322645,Hispanic,Divorced,0
42.467942894350266,White,Married,1
25.569996503112307,White,Single,1
88.89341680363997,Hispanic,Married,0
49.80222740286626,Hispanic,Married,1
34.77055227825363,Other,Single,1
44.72951034929592,Asian,Single,1
68.50840345778413,Asian,Married,1
43.82640960114048,Hispanic,Single,1
49.191707842932,Other,Divorced,0
45.54515130407997,Other,Married,1
48.0261731426342,Black,Single,0
53.475819860922336,White,Married,1
48.08661956103122,White,Married,1
65.0331685469555,White,Married,1
41.39983850442144,Other,Single,1
10.27817547149348,Asian,Divorced,1
60.16488636646973,Black,Divorced,0
52.424933938779056,Black,Divorced,0
59.42657639454952,Black,Single,1
61.569403089682666,Hispanic,Single,0
53.035298526249704,Hispanic,Divorced,1
30.376344457772493,White,Divorced,1
68.43488261272734,Hispanic,Single,1
28.29365331212369,Hispanic,Married,0
48.120389810041196,Black,Married,0
35.45461374057885,Other,Single,1
40.57006323550019,Asian,Married,0
66.30432535653658,Other,Married,1
24.656238431764613,Black,Single,0
25.733022536374214,White,Married,1
24.23710073767713,Black,Married,1
12.07854752770222,Black,Divorced,0
62.50492651938059,Black,Married,1
41.93212880315892,Hispanic,Divorced,1
64.64320332639763,Hispanic,Divorced,0
39.054154902735725,Hispanic,Married,0
59.101675830397475,Other,Divorced,0
34.94607829803422,White,Divorced,1
80.63547662478331,Hispanic,Married,0
43.14830126332641,Black,Single,0
59.19348279425278,Asian,Single,1
34.05554061267771,Asian,Married,0
48.87934881044914,White,Married,0
49.183464896024006,Other,Married,0
48.482762204256744,Other,Divorced,0
45.87569363712109,Other,Married,1
62.01102536594888,White,Married,1
36.95648902600057,Other,Divorced,0
51.06110638606068,White,Single,1
51.86469196454198,Other,Married,0
37.47394366547673,Asian,Married,1
44.28988081783359,Hispanic,Single,0
47.2290861163966,Hispanic,Married,1
55.24264016305747,Other,Married,1
46.244651344903914,Asian,Married,1
48.883755617214206,Asian,Divorced,0
45.722036049438636,Hispanic,Single,0
54.898180542579446,Asian,Married,1
65.56680038042101,Other,Married,1
57.665802304870134,Asian,Divorced,1
61.78977348584666,Asian,Divorced,1
62.92966751569888,Other,Divorced,0
60.68043239810585,Asian,Married,1
54.95022435124243,Asian,Married,0
59.35512318385282,White,Single,1
57.84970684798791,Asian,Single,1
66.42864696107624,Hispanic,Divorced,0
25.40027101569535,White,Married,1
47.672088619701526,Hispanic,Divorced,0
60.28018495967753,White,Divorced,1
51.03837978895185,Hispanic,Single,0
53.660452389319254,White,Divorced,1
54.89218828650763,Other,Single,0
45.1814088664364,Asian,Married,1
50.69965530826196,Hispanic,Single,0
42.788644358841466,White,Married,1
48.70932060576697,Other,Married,0
53.62827406468971,Asian,Single,1
81.84298375539177,Other,Single,0
13.411890134016502,Hispanic,Single,0
22.564424718971683,Hispanic,Married,1
54.287650015360725,Asian,Divorced,1
49.97274416746616,Hispanic,Married,0
54.025159701060126,Black,Single,1
33.4756896206454,Other,Divorced,0
76.7657265501148,Other,Single,1
51.79017910733361,Hispanic,Single,0
65.0952964312666,Hispanic,Divorced,1
54.08911566000887,Black,Single,0
49.27353570876404,Hispanic,Married,0
63.7488776849913,Other,Divorced,1
46.471019317033274,Other,Single,1
77.91143800257885,Asian,Divorced,1
46.793555168202545,White,Divorced,1
37.45768608402052,Asian,Married,1
57.5219873390158,Asian,Divorced,1
62.35066663303432,Other,Divorced,1
50.886749285701825,Black,Married,1
44.16742813187905,Asian,Married,1
46.176870026560984,Hispanic,Single,0
62.06494662480564,Asian,Married,1
34.85318449573401,Black,Single,0
40.041226201176876,Black,Single,0
39.76027930365813,White,Married,0
51.2616311769848,Other,Single,0
48.47830015072489,Asian,Divorced,1
68.0690871319729,Asian,Single,1
59.879218028226504,White,Married,1
16.421917614737875,Hispanic,Divorced,1
58.686464942879425,Other,Married,1
41.55350515655249,White,Divorced,0
30.18228643759693,Other,Divorced,0
56.983401613286176,Other,Divorced,0
63.84263923556221,White,Single,1
53.81496609245947,Asian,Married,1
74.95596720302129,Black,Divorced,1
44.150309262556,White,Married,0
54.77092093048427,Asian,Single,1
31.98852626982834,Asian,Single,0
60.416102593205444,White,Divorced,0
61.43017673909249,Asian,Divorced,1
64.09945313802375,Asian,Divorced,0
55.002009145487584,Hispanic,Single,1
57.944264547750706,Hispanic,Married,0
59.4813114267699,White,Single,1
34.31047683636772,Asian,Divorced,1
62.180289392949305,Hispanic,Married,1
52.91181173919116,Asian,Married,1
48.38369733255391,White,Single,0
38.81660017522804,Black,Divorced,0
35.38883697163352,White,Single,0
45.505641738409714,Black,Divorced,0
14.11815543158532,Other,Divorced,1
30.487376509899427,Other,Married,0
59.39851822724916,Black,Married,1
70.51342182719075,Other,Single,1
63.49958072557713,Other,Married,1
46.76418600507549,Black,Single,1
70.10965850472613,Hispanic,Single,1
67.8647594152654,Black,Single,1
61.74679103553736,Asian,Single,1
42.41497312671532,Black,Divorced,0
38.45474822631584,Other,Married,0
30.44639555928068,Other,Single,0
49.09616522118938,Asian,Single,0
71.41349408951497,Other,Divorced,0
61.47323876728833,Other,Single,1
51.41489519202749,Other,Single,1
63.247050394132756,Hispanic,Married,0
52.15965558153838,Hispanic,Single,0
69.08122470187905,Other,Single,0
25.69044067350696,Asian,Married,0
31.3614179988065,Hispanic,Divorced,0
32.68644934861968,Asian,Divorced,0
63.50052912447602,Hispanic,Married,1
77.81684634622817,Black,Married,1
47.64054731811921,White,Single,1
66.23825831746964,Asian,Married,1
67.19739123685109,Asian,Divorced,1
70.20363850641583,Other,Married,1
43.36431970197789,Other,Single,1
59.003958949166794,Hispanic,Single,1
37.75307083523387,Other,Divorced,0
70.75931822067002,Asian,Married,1
47.88596299115389,Hispanic,Divorced,0
34.21873391088329,Other,Divorced,1
49.190374006367854,White,Single,1
30.73543290725539,Black,Married,0
36.090793345291736,Asian,Married,0
38.72600433221029,Asian,Married,1
51.97953651871746,White,Single,1
39.411221562467894,White,Married,1
35.82334807173637,White,Divorced,1
39.81776289816125,White,Single,0
37.0147752194796,Other,Divorced,0
54.76170021508068,Black,Married,1
43.19017164614906,Hispanic,Divorced,0
32.50238181830844,Black,Divorced,0
67.34705372759572,Black,Married,0
55.79554614844955,Hispanic,Single,1
47.25543215564246,White,Single,0
69.24300363881576,Hispanic,Divorced,1
66.26833333266144,Hispanic,Divorced,1
54.35850023882452,Hispanic,Married,0
56.45240769191043,White,Married,1
40.584551105605044,Other,Divorced,1
48.26190158378925,White,Divorced,0
36.336805017743295,Black,Divorced,0
37.68191784392156,Asian,Divorced,0
55.71623864301046,Hispanic,Married,0
72.3814408177942,Black,Married,0
50.23966487934906,Black,Married,0
46.65939979902519,Hispanic,Divorced,0
35.43683141488861,Other,Divorced,1
29.29986819852354,Black,Married,1
67.40451941397812,Other,Divorced,1
53.242438201998795,Hispanic,Married,0
60.989713498858514,Hispanic,Single,1
49.78846210417534,White,Single,1
48.62433838315858,Other,Divorced,0
37.75063721509495,Hispanic,Divorced,0
61.32350763189671,Hispanic,Single,1
45.302898538971114,White,Married,1
71.40103013370413,Other,Divorced,1
41.62121470314613,Black,Divorced,1
37.93780054709012,Asian,Divorced,1
62.311248469697304,Other,Single,1
46.90444667989059,White,Divorced,1
44.97027301315621,Other,Divorced,1
58.096007569809814,Other,Divorced,0
47.23017916490228,Black,Single,0
45.15541937059931,Hispanic,Single,0
74.9271032275647,Black,Married,1
48.871406565318246,Black,Single,0
60.66409739492507,White,Single,1
52.955111175081996,White,Single,1
47.331021032715306,Hispanic,Divorced,0
45.966131806071026,Other,Married,1
23.532486478914738,Asian,Divorced,0
48.9659506360385,White,Single,1
54.22423415033614,Hispanic,Single,1
60.02482378141024,White,Divorced,1
50.6797207623018,Black,Married,0
55.0430559694943,Other,Single,0
49.05600652093209,Other,Married,1
48.367613646504005,White,Married,1
73.73232440885181,Hispanic,Single,0
38.18765015820527,White,Divorced,1
67.51677643710039,Black,Divorced,0
50.857283262892096,Asian,Single,0
50.64675393586485,Other,Single,1
42.85514526976252,White,Single,1
64.25501648509017,White,Single,1
64.4003102870903,Asian,Single,1
66.93970104377125,Black,Single,1
69.12904769769202,Other,Single,1
56.48199238104494,Hispanic,Married,1
51.71594056663199,Asian,Single,1
26.814753002434024,White,Single,1
68.66087113246456,Asian,Married,1
62.085769713554406,Black,Married,0
36.764889238115614,Hispanic,Divorced,0
78.4071065274534,Other,Single,1
37.094525896807205,White,Single,0
62.74909112366431,Black,Divorced,0
66.89336240644909,Hispanic,Single,1
49.410357129538944,Other,Single,1
40.823439776015405,Other,Married,1
73.5311634378317,Asian,Married,1
61.70070274797143,Other,Divorced,1
23.903237270109734,Black,Divorced,0
36.53652267931282,Hispanic,Single,0
17.104425656946784,Other,Married,0
52.17162217416325,White,Divorced,1
58.76001226140684,Asian,Single,0
63.04982932884219,Other,Single,1
66.9648590907673,White,Married,1
69.510608726931,Other,Married,1
32.42224842810486,Other,Married,1
79.6965270513638,Other,Divorced,0
35.9149221153743,Hispanic,Divorced,0
46.7252629461656,White,Married,1
44.05667329579011,Other,Married,1
33.89718095654098,Other,Single,0
38.546589547127056,Other,Single,1
48.37887496336708,Black,Divorced,0
26.564420120646414,Other,Single,1
70.32195758838554,Hispanic,Divorced,0
37.5250461410807,Hispanic,Single,0
73.39813209057212,Other,Divorced,1
36.678927369161165,Hispanic,Single,0
52.465698701663364,Hispanic,Single,1
51.370341161271995,Black,Single,0
60.70995782869991,Hispanic,Married,0
41.55993225612049,White,Divorced,1
53.60984431923798,Asian,Divorced,1
49.338613012956635,Black,Married,1
58.975975377366815,Asian,Single,1
94.6192031772594,Asian,Divorced,1
45.31182385288023,Asian,Single,0
36.39074806814214,Asian,Divorced,0
48.55383104375656,Asian,Single,0
45.567915203881334,Other,Married,1
23.85165921016565,Hispanic,Divorced,0
63.32481813276923,Asian,Married,1
65.34656697007854,White,Divorced,1
70.08559243473898,White,Divorced,1
37.988052728044956,Other,Divorced,1
56.97447061453038,Hispanic,Married,0
22.428674054173452,Other,Divorced,1
24.489380529174937,Other,Divorced,1
46.670898832840294,White,Single,1
49.17816678803786,Other,Married,0
52.74072603549041,Other,Divorced,1
18.857037559130443,Black,Married,0
55.3750272122715,White,Married,1
57.322831888732686,White,Divorced,1
61.82559945226434,Hispanic,Married,1
66.48507927444057,Black,Single,0
64.24521691876906,Other,Single,1
67.90382347143269,White,Single,1
38.86980299797406,Hispanic,Married,0
64.46667224697069,Hispanic,Married,0
53.73627016573076,Other,Single,1
53.12201373743586,Hispanic,Married,1
58.61640298745727,Hispanic,Single,0
52.73919363261823,Black,Single,1
67.41887891262579,Asian,Married,1
93.71705883182413,Black,Divorced,1
62.56239965338436,Asian,Divorced,0
73.01276227628671,Other,Divorced,1
51.78380604578022,Black,Single,0
40.65717770015968,Other,Married,1
70.98150668855725,White,Divorced,1
66.84089044698516,Other,Divorced,0
21.56351469580684,White,Divorced,0
57.34502051432617,Asian,Single,1
78.05522929700955,Other,Married,1
17.44405824350312,Hispanic,Married,0
39.93007332958584,Other,Married,0
54.736962309120834,Hispanic,Single,0
29.818302255295553,Black,Single,0
43.91919911075213,Hispanic,Divorced,0
46.164585532065246,Hispanic,Single,0
49.4992581673817,Other,Divorced,0
54.00017265977519,Black,Divorced,1
59.50294346287676,White,Single,0
38.81185466070056,Other,Divorced,0
52.72005260517745,White,Married,1
58.987603950443976,Other,Married,0
62.07258633082587,Other,Divorced,1
80.5938997211471,Hispanic,Single,1
74.5037144292695,Other,Single,1
55.918254285357904,Asian,Married,1
35.41174299971663,Other,Divorced,0
59.01592502940595,Other,Married,1
74.144958394691,Hispanic,Single,0
31.662442253921245,Asian,Single,0
33.35814544472146,Asian,Single,0
55.951252316492415,Other,Divorced,1
50.649405739929946,Asian,Married,1
46.77867296199432,Other,Divorced,0
43.35743602254286,White,Divorced,1
19.64325848779011,Other,Divorced,0
47.46029940219222,Asian,Married,0
68.39836143451728,Other,Married,0
38.549323284336644,Asian,Single,0
58.64373115794325,Black,Divorced,0
25.37169687403453,Black,Single,1
62.44966219177387,White,Married,1
49.18860450069811,Black,Single,0
37.59380239935682,Hispanic,Married,1
48.00623427375023,Other,Single,0
60.89054801164571,Other,Married,1
75.37816993813932,Asian,Single,1
62.73298954596089,Hispanic,Divorced,0
46.16823751279519,Black,Divorced,0
45.07282205631581,White,Single,1
41.95988213722229,Black,Married,1
50.939529647831684,Black,Single,1
38.702736484211194,Black,Married,1
63.656253868398416,Black,Divorced,0
48.60919560310124,Asian,Divorced,0
47.934184773763434,Other,Married,1
41.95031883042285,Black,Married,0
66.32367526869034,Black,Single,1
45.507435255999965,Asian,Married,1
42.829119492549935,White,Married,1
-0.5567384316503449,Other,Single,0
41.45009623321399,Black,Divorced,0
33.88868778856596,Hispanic,Divorced,0
51.94193022793361,White,Divorced,1
38.489236020618684,Other,Single,0
34.767832831859266,Asian,Single,1
42.73802122309868,White,Married,1
66.11327409728936,Hispanic,Single,0
56.477972369496335,Black,Single,1
58.64865235333057,White,Single,1
47.70796879097017,Hispanic,Single,0
52.452760186150485,Black,Single,0
47.69014931358159,Hispanic,Married,1
68.01521457567421,Other,Divorced,1
19.626325192047915,White,Married,1
53.56057259962336,White,Single,1
61.50927744400409,Black,Married,1
46.987363032138944,Other,Divorced,1
32.83266451624922,Black,Single,0
46.98523378502858,Black,Married,0
48.39537982654634,Hispanic,Divorced,0
29.670991787205324,White,Divorced,1
57.04241582397595,Black,Divorced,0
35.768347760617665,Asian,Married,0
51.89147081692233,Black,Married,1
82.59395512109703,Hispanic,Divorced,0
54.51038266695582,Other,Divorced,1
67.55000821220764,White,Divorced,1
48.690639147580406,Other,Divorced,1
46.65804376392694,Hispanic,Married,1
43.526087712842234,Black,Single,1
30.90684972668108,Asian,Divorced,1
90.17160157394348,Hispanic,Single,0
37.32729046343832,Black,Married,0
63.330854116571594,Black,Single,1
67.56200336911097,White,Divorced,1
55.439839659289454,Asian,Divorced,1
60.29351137309218,Hispanic,Divorced,0
65.86850420974886,Asian,Divorced,1
62.342913722724724,Hispanic,Divorced,0
71.51791799124766,Asian,Married,1
43.595505512891776,White,Divorced,0
56.5805285676245,White,Married,1
45.46207263270443,Asian,Married,1
39.56833580282953,Black,Single,1
49.612185613502156,Hispanic,Divorced,0
82.00460598680701,Asian,Single,1
29.36865007805121,White,Married,1
57.35733536407917,Hispanic,Single,1
42.51696081783758,Black,Married,0
45.69810806485443,Hispanic,Single,0
58.48706831618786,White,Married,1
65.29588461744524,Black,Single,1
45.098110462735875,Black,Divorced,1
46.14824280488148,Other,Married,1
41.35433851658665,Black,Single,1
37.04028755133704,Asian,Married,0
36.21080458779943,Hispanic,Married,0
75.69333736506591,White,Single,1
62.44699251750896,Asian,Divorced,1
60.51030217950966,Hispanic,Divorced,0
52.84053960624608,Black,Divorced,0
60.116212912409196,Hispanic,Single,0
64.1766880554617,Asian,Married,1
49.00154469924431,Hispanic,Married,0
49.33622073054171,Hispanic,Single,1
15.344574810189137,White,Married,1
24.193603909725987,White,Single,1
40.68431195042497,Other,Married,1
29.687219879400953,Hispanic,Divorced,0
62.25099181746802,Asian,Single,1
59.79062541319771,Black,Single,1
47.029382968568484,Black,Single,0
62.851227161813604,Hispanic,Married,0
60.77513203305129,Hispanic,Single,0
50.536878839602004,White,Single,1
71.98966307167422,Asian,Single,0
33.91166495382954,White,Married,1
53.5336412979718,Black,Divorced,1
31.83882310527612,Other,Single,0
47.007546973469516,Hispanic,Married,1
40.409750453443664,Hispanic,Married,1
49.779832061881905,Hispanic,Single,1
64.55852802643825,Other,Single,1
66.75067736280641,Asian,Married,1
84.32069507136673,Black,Single,1
14.229618371475793,White,Married,0
49.31813695324711,Hispanic,Single,0
57.89734815672495,Black,Married,1
47.30526118268073,Other,Married,1
39.35103274714423,Other,Divorced,0
39.58816184452663,Hispanic,Divorced,0
38.6676065861507,White,Married,1
49.87869664374733,White,Single,1
65.37554103101955,Hispanic,Divorced,0
41.071676424972715,Hispanic,Married,0
59.66248050437176,White,Divorced,1
68.10255980570929,Black,Married,0
50.048071457931734,Black,Divorced,1
56.97593235284697,Other,Married,1
19.09098202676995,Other,Divorced,1
57.97831990677991,White,Married,1
22.029653487841394,Black,Married,0
52.485978399163315,Other,Single,1
32.159501926507986,Hispanic,Divorced,0
57.1440651279362,Other,Divorced,1
64.7278118740976,Black,Married,1
69.2388565960472,Asian,Divorced,1
51.11639010774606,Other,Married,1
63.31604616547585,Other,Divorced,1
51.83226895478858,Asian,Divorced,1
56.129131999410454,White,Divorced,1
37.361149811168126,Black,Divorced,0
16.796943061613792,Other,Married,0
49.35726686901168,Black,Single,0
47.851822704735454,Asian,Divorced,0
38.14876491289468,White,Divorced,1
29.97064985755841,White,Divorced,1
61.58949833722847,Hispanic,Divorced,1
39.503101365450604,Other,Divorced,0
42.72190550150889,Black,Divorced,1
35.13513405089235,Hispanic,Married,1
70.94899504366738,White,Divorced,1
24.332054111433294,Asian,Single,0
65.78411950533301,Other,Divorced,0
64.088058496934,Hispanic,Single,0
38.2692851934542,White,Divorced,1
42.298645663551426,White,Divorced,0
42.75324469489059,Asian,Single,0
70.3407274916152,Asian,Divorced,1
62.278652493846614,Other,Married,1
31.910688271926034,Other,Divorced,0
38.204308560834455,Black,Married,0
50.69523317048277,Asian,Married,1
26.614373583867703,Hispanic,Divorced,0
44.22341642969678,Asian,Married,0
60.802913651147726,Hispanic,Divorced,0
44.30584134879155,Other,Single,1
43.0821499427423,Hispanic,Divorced,0
30.37089443326212,White,Single,1
58.509593462400964,White,Single,1
56.024838830602405,Hispanic,Divorced,0
64.31403175798073,White,Divorced,1
68.58272161094936,Black,Divorced,0
41.83005741400437,White,Divorced,0
59.68467486665936,Other,Divorced,1
61.529178947431255,Other,Married,0
25.903103766458756,Other,Married,0
62.766458704130194,Asian,Married,1
42.49291542243627,Hispanic,Single,0
51.66915544832349,White,Divorced,0
42.37284265377984,Hispanic,Married,0
45.782449905756714,White,Divorced,1
37.07923501137931,White,Single,1
46.90629148976786,Asian,Single,1
18.622453837938554,Asian,Married,1
45.11472676748723,Asian,Single,0
54.70337373016073,Other,Married,1
40.28040287032967,Other,Married,0
35.509480693731454,Hispanic,Married,1
42.59204408729856,Black,Single,0
28.262434627784824,Asian,Married,0
63.70668862862726,Hispanic,Single,1
70.60513058548074,Hispanic,Divorced,1
55.43799924605403,Other,Single,0
31.029658027361485,Black,Married,1
62.85190418451056,Other,Single,0
46.53740159843373,Hispanic,Married,0
37.50726169669418,White,Single,1
32.388888295628675,Hispanic,Divorced,0
78.12710205532215,White,Single,1
57.10077815940887,White,Single,1
32.12052294328184,Black,Married,0
22.806635238536952,Hispanic,Single,0
30.66030683871939,Other,Divorced,1
80.68657719417563,Other,Married,1
25.619579378589442,Black,Single,0
51.33900979938374,Other,Married,0
48.703404070271816,Hispanic,Single,0
40.76917755574615,White,Single,0
53.13732888049149,Black,Married,0
65.72071502174639,Other,Divorced,1
44.872657904462216,Asian,Divorced,0
50.926084149035354,Asian,Married,1
46.411792788157534,White,Divorced,0
42.0048276963019,Black,Divorced,1
34.85548299142576,Black,Single,0
45.47703780807064,Asian,Divorced,1
53.72590737137269,Black,Divorced,1
32.40405093969141,Other,Divorced,0
50.181432701288436,White,Divorced,1
61.76930354961956,Black,Married,1
38.882003437285974,Black,Married,0
34.418958722645264,Asian,Married,0
60.35816295097233,White,Married,1
58.07511556444325,Asian,Single,1
56.13723652554581,White,Single,1
40.58065006320501,Hispanic,Divorced,0
60.93441415743717,Black,Married,0
67.48659542361577,White,Divorced,1
32.919617989540534,Hispanic,Married,0
63.07050694628316,Asian,Divorced,1
15.593700752130761,Asian,Married,0
55.851399832658736,White,Divorced,1
57.87092196489915,White,Divorced,1
14.095637543309946,Black,Divorced,0
63.37841834413609,Asian,Married,0
26.408374755333266,Asian,Married,0
